ASV	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	term	full.formula	null.formula
ASV144	24.624447471002938	0.16670213394222122	3.1304650354789216	0.010287058505468849	0.9948696760435422	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV146	31.156407170098873	-0.3161428074539808	3.1350168959285813	-0.7310909858318553	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV164	228.2102222235239	0.1813416837070647	3.134868671758814	-0.07880539940651943	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV178	25.040529599418534	-1.4775838540079667	3.1203950227760746	-4.270661239861795	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV280	70.18147415986107	-0.5182418845610588	3.1332250734352183	-1.6554002709922315	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV288	130.47170468187497	0.33950918318074036	3.137854068673443	0.8882229829155222	0.6413939068991187	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV333	21.56899247657541	-1.1064639312951727	3.1279961233356697	0.7171433086965067	0.6986735610462774	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV362	65.12995470625644	-0.28779475074034994	3.134664682912649	0.3525457708753379	0.8383891679232711	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV448	36.69972370636376	0.2796384889995198	3.1379761085547275	-0.005046350570182767	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV562	45.14435690521564	-0.6744275429854837	3.1373637938695076	0.05337669902533548	0.9736646373038738	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV621	125.12405266257771	0.027245316136699085	3.1374266531652433	-3.871284248759821e-4	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV635	38.237324116347224	-0.27920357645514016	3.1378457703125764	-0.0023206345117614546	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV669	65.94026460468379	0.72503844290725	3.1374588176354705	-0.0021555725329847064	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV714	93.45657978313636	-0.21555959576312314	3.1374412374433764	0.00255103363605258	0.9987252963077949	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV816	124.79176917929554	0.25110760149073247	3.137691183898868	-0.003231614854342979	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV839	123.36379335040039	0.5065527615572435	3.137643012546633	-0.01466940558452734	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV862	70.51608976582094	0.33973442781315316	3.13776410471761	-0.004604642989050944	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV904	43.46184907142891	-0.6978500585690955	3.137089668906183	0.04608943335864524	0.9772187848172196	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1320	78.97700344345304	-0.22459079684805325	3.138048496736715	0.0012874161801619266	0.9993564990455243	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1484	45.99465457014516	-0.40536249383136236	3.137678133329361	-9.912355563415076e-4	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1579	39.507254256119175	-0.39943304474794467	3.1376935283447116	-8.503249933369261e-4	1	1	t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14520_Fitzpatrick_type	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV2	1468.6553390429124	0.04736600706016695	0.034486784198809184	1467.7016404471985	4.08e-321	4.6523e-319	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV68	70.78751974801517	0.24043308353282825	0.09283995835804489	552.1365940948752	4.317135886219063e-122	2.460767455144866e-120	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV44	82.80562643271416	0.14319742567597105	0.0869636709845393	415.1623302647007	2.7569993841675722e-92	1.0476597659836775e-90	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV178	25.040529599418534	-0.02115516407774866	0.11823571175081352	140.7843630613467	1.793473542081375e-32	5.111399594931919e-31	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV249	105.1063183810386	-0.03642167879603324	0.21828511687387445	54.54282494970653	1.5209695463231822e-13	3.4678105656168556e-12	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV142	18.925912918584988	-0.03436776454090761	0.2185451879697198	34.23988602025972	4.872008974915953e-9	9.25681705234031e-8	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV18	183.50873987420547	-0.08317401128152656	0.21747760715527487	33.454522189280965	7.294996065127293e-9	1.1880422163207305e-7	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV206	82.92434103091651	-0.0739889512646305	0.2181516420674284	23.240772622854593	1.4293459401411856e-6	1.8105048575121685e-5	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV280	70.18147415986107	0.038350086288705725	0.21837872579455161	23.431795660992123	1.294216379419166e-6	1.8105048575121685e-5	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV32	74.75415199092106	-0.032236990167473285	0.07014483203541977	20.022829949656625	7.652308035948834e-6	8.72363116098167e-5	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV128	46.2792078697368	-0.10528531107857468	0.21760416977571415	19.749954437471672	8.82637983867644e-6	9.147339105537402e-5	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV58	66.96229125427033	-0.09217970464192615	0.21782400283417636	14.502522634179968	1.3997197728460312e-4	0.0013297337842037296	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV29	152.95952220245726	0.029669230138803602	0.21699212808026266	13.651269630701108	2.200924483303297e-4	0.0019300414699736606	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV95	69.31548282167384	-0.02796348689027416	0.21837978067801786	13.19150973983318	2.812202554751261e-4	0.002162770391791088	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV96	120.33964225420873	0.034266995545379875	0.2181982080293034	13.169286630919089	2.845750515514589e-4	0.002162770391791088	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV10	296.8919119811881	-0.09092882672454557	0.2170483091735263	12.170264137679396	4.855742954835649e-4	0.0034597168553204003	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV137	51.10338044842926	0.038599274579698736	0.21826762296662416	11.619344656368412	6.526939455216096e-4	0.0043768888111449114	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV336	8.87345115128304	-0.030466840730033265	0.21858104708933188	11.192143060580605	8.214441626941095e-4	0.0052024796970626935	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV54	107.87613262181095	-0.07891709886832436	0.18538142819560166	10.982287268432856	9.198682991363237e-4	0.005519209794817942	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV13	230.2504184070934	-0.0901501275902612	0.21643353580797337	9.413260937344717	0.002154217752985503	0.011574517897155578	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV30	83.37458889337168	0.10317023058109759	0.21668511974968643	9.474862223765626	0.002083065295182857	0.011574517897155578	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV169	62.78127061066914	-0.03427544970351552	0.21831397337063027	9.346859594192608	0.0022336788924335327	0.011574517897155578	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV123	43.918361015149486	-0.053101996743831786	0.21770512798606592	8.687838510687186	0.0032034029406786623	0.015877736314668153	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV14	114.93462347976144	-0.0931043909820569	0.1401247616693846	7.616940529504177	0.005782250306041282	0.02746568895369609	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV404	43.33642608291556	0.030657784886270523	0.2184208984220775	7.423033274903446	0.0064394169590025595	0.02936374133305167	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV16	1316.7746849412188	0.04033671936184683	0.21695219226314924	7.342652855251572	0.0067337393276560124	0.02952485705203021	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV31	88.28902324465867	0.04109759460722648	0.21607955710905016	6.803411013338973	0.009098388702395953	0.0384154189656718	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV11	56.14646270865931	-0.04681689752594117	0.21765740758919158	5.534594521624513	0.01864408519337025	0.07329054179462788	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV72	67.69074612652041	-0.020988888165239705	0.21789757308650634	5.587203111063616	0.01809216201873155	0.07329054179462788	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV17	136.5072044967013	-0.09717102902487833	0.14654651805831423	4.974726899217217	0.025720264090538122	0.09773700354404485	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV19	239.07532602539933	0.03950404594929258	0.19744012869823815	4.8205169310317615	0.028122909955225938	0.1001878667154924	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV35	33.69558158958793	-0.09181093819482876	0.21779985687798548	4.871303942639031	0.02730685965850906	0.1001878667154924	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV38	62.85680776442791	-0.04164789354547026	0.20457211545316972	4.689821273834923	0.030341803232484782	0.10481713843949289	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV12	1461.7509443906606	0.021124054494550345	0.21598192409978545	4.377788367150515	0.03641021200745174	0.12208129908380877	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV127	77.80344061700279	-0.026284707427154358	0.21824852974055794	4.1538377148944505	0.041540274013661685	0.1353026067873552	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV330	202.1423201673871	-0.005918995060356004	0.21855255661515352	3.747503897165984	0.05288643341813853	0.16747370582410534	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV59	31.69463686411693	-0.026480333476467038	0.2176712993899916	3.401103115862554	0.06515283416996602	0.2007411647398953	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV9	209.9838778141301	0.05813544371611728	0.21657506289868259	3.1423376259117504	0.07628440124779451	0.22885320374338353	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV1	3237.7126612350717	0.047347732847529175	0.02786604841865212	2.8624646252148978	0.09066847897844389	0.26165803279756644	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV15	890.1119635747932	0.009919819166061735	0.2161227126401617	2.797676529428145	0.09440101624360368	0.26165803279756644	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV63	67.16843650848288	0.039811040313389834	0.2173706944954302	2.7724609580436663	0.09589862020726019	0.26165803279756644	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV144	24.624447471002938	0.06745986269084789	0.21806609822131712	2.7641093347542665	0.09640032787278764	0.26165803279756644	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV305	63.660311898695866	-0.01944045854189613	0.21834366832190863	2.2009890743142364	0.13792221631910065	0.3656542479157552	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV45	49.77215796128144	0.034183573326295444	0.17672475546173433	1.7334876483627113	0.18796610478980338	0.48700308968267236	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV108	40.80191116977825	-0.02745152392469882	0.21811338668094196	1.6089116292260428	0.20464486098363105	0.5184336478251986	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV40	119.53136974433092	-0.012369802844861775	0.21733621552939736	1.5195400506917167	0.2176891105560641	0.5394904044215502	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV26	81.66229648402732	0.05535649138972673	0.17890138590938606	1.3074795953000375	0.25285149583944516	0.5932795168950005	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV50	68.1275188537184	0.1355979181350737	0.10013495019204328	1.295667584703267	0.25500610813907915	0.5932795168950005	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV195	197.03746373691587	9.112011130413587e-4	0.21860444627623057	1.297936729062485	0.25459044796042185	0.5932795168950005	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV39	72.51916650967696	-0.08450496902948186	0.21716967100418658	1.1971459375339464	0.273892860489291	0.6244757219155834	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV4	4418.855387651982	0.05493274876517396	0.04718853613238468	0.9094945262618239	0.3402485713456177	0.7459295602577004	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV110	52.46850286307233	-0.026304489903483955	0.21842100918144325	0.9104989363751201	0.3399820708762711	0.7459295602577004	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV69	37.62516320406113	-0.0953417996078011	0.07788800385401538	0.8628399326756835	0.3529451751128924	0.7558867279170103	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV164	228.2102222235239	-0.020038912714372737	0.2184023799244813	0.8447155025839947	0.3580516079606891	0.7558867279170103	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV3	828.8852712361224	0.019853718170985704	0.025139159799727032	0.4696784385062074	0.4931351390615537	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV5	245.6677708816526	-0.07600507847254814	0.2165917869307317	0.46223028397162125	0.4965834875279616	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV6	191.30582883355885	0.004169691382239895	0.14385098717600533	-0.28335710017802285	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV8	769.229377097152	-0.03173166649502532	0.05510660632784614	0.3372638257729932	0.5614128675447928	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV20	129.81483544428974	0.022715465012482484	0.21834387953034837	-9.512613801974396	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV21	75.60735173350801	-0.0011959138817266763	0.21694648425248197	0.023232862909594587	0.8788530796803572	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV22	370.0547002328979	-0.007541263907235054	0.2168359710261305	-1.908983449141715	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV23	68.9741102971827	0.0034999940525818197	0.05370459930333005	0.0029819803256714295	0.9564511542803982	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV24	136.13553501408208	-0.006718240564204665	0.21665998202000133	-3.908966904191516	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV27	76.16625908094399	-1.644427589566352e-5	0.21707386501375442	6.763682122254977e-4	0.9792516913066731	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV28	84.81337473914294	0.0020703775408025854	0.21098387092546922	0.1111816884720156	0.7388027903209612	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV34	78.52370784604051	-0.04899338450993777	0.21677411922221065	-4.5621599290138874	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV37	77.57108481252136	8.340987105339562e-4	0.21725287840920537	-0.07528060533098824	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV41	72.63025543823171	-0.0021021457381852375	0.2179293361454425	0.16391590922245314	0.6855765279028345	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV42	38.22493539946967	0.039481495632345556	0.21726279872978607	-2.699929485866562	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV46	188.56067289064885	-0.004508149991695192	0.21739519982859282	-0.6632634148495526	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV47	40.86370692126181	0.02544309119343826	0.20516666670362094	-41.05920512443191	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV49	38.670253651986435	-0.054827681200050014	0.11883162747258903	0.10767936965970648	0.7428017675262492	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV51	182.9081680020126	0.03191523201661897	0.21699075616347913	-6.101739244193709	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV52	118.8620369627845	0.053491474858717095	0.21697197235422777	-11.56315209138063	1	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
ASV56	62.35195845916789	-0.0028972404970681724	0.21740359656245864	0.2130185722544411	0.6444116959916517	1	t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream + t14558_TEWL_humidity	 ~ t14110_gender + t4_examination_age + t277_BMI + wash + cream
